idcidade,Municipio,idm_ioibge,Area_MUN,idestado,estado,idmicro,mic_regiao,idmeso,mes_regiao,capital,populacao,fonte,NomeDSEI,StatusDSEI,NumDSEI
BR220208,Cajueiro da Praia,2202083,271.707,BR22,PI,BR22002,Litoral Piauiense,BR2201,Norte Piauiense,0,7451,IBGE (2015), ,,0
BR220209,Caldeirão Grande do Piauí,2202091,468.724,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,5674,IBGE (2015), ,,0
BR220210,Campinas do Piauí,2202109,831.201,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,5507,IBGE (2015), ,,0
BR220211,Campo Alegre do Fidalgo,2202117,657.795,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,4911,IBGE (2015), ,,0
BR220213,Campo Grande do Piauí,2202133,311.829,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,5801,IBGE (2015), ,,0
BR220217,Campo Largo do Piauí,2202174,477.794,BR22,PI,BR22001,Baixo Parnaíba Piauiense,BR2201,Norte Piauiense,0,7094,IBGE (2015), ,,0
BR220220,Campo Maior,2202208,1675.713,BR22,PI,BR22004,Campo Maior,BR2202,Centro-Norte Piauiense,0,45971,IBGE (2015), ,,0
BR220225,Canavieira,2202251,2162.874,BR22,PI,BR22009,Floriano,BR2203,Sudoeste Piauiense,0,3904,IBGE (2015), ,,0
BR220230,Canto do Buriti,2202307,4325.642,BR22,PI,BR22011,São Raimundo Nonato,BR2203,Sudoeste Piauiense,0,20700,IBGE (2015), ,,0
BR220240,Capitão de Campos,2202406,592.167,BR22,PI,BR22004,Campo Maior,BR2202,Centro-Norte Piauiense,0,11239,IBGE (2015), ,,0
BR220245,Capitão Gervásio Oliveira,2202455,1134.168,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,4008,IBGE (2015), ,,0
BR220250,Caracol,2202505,1610.957,BR22,PI,BR22011,São Raimundo Nonato,BR2203,Sudoeste Piauiense,0,10641,IBGE (2015), ,,0
BR220253,Caraúbas do Piauí,2202539,471.453,BR22,PI,BR22002,Litoral Piauiense,BR2201,Norte Piauiense,0,5728,IBGE (2015), ,,0
BR220255,Caridade do Piauí,2202554,501.359,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,4994,IBGE (2015), ,,0
BR220260,Castelo do Piauí,2202604,2024.731,BR22,PI,BR22004,Campo Maior,BR2202,Centro-Norte Piauiense,0,18160,IBGE (2015), ,,0
BR220265,Caxingó,2202653,488.169,BR22,PI,BR22002,Litoral Piauiense,BR2201,Norte Piauiense,0,5279,IBGE (2015), ,,0
BR220270,Cocal,2202703,1294.125,BR22,PI,BR22002,Litoral Piauiense,BR2201,Norte Piauiense,0,27230,IBGE (2015), ,,0
BR220271,Cocal de Telha,2202711,282.106,BR22,PI,BR22004,Campo Maior,BR2202,Centro-Norte Piauiense,0,4621,IBGE (2015), ,,0
BR220272,Cocal dos Alves,2202729,324.863,BR22,PI,BR22002,Litoral Piauiense,BR2201,Norte Piauiense,0,6028,IBGE (2015), ,,0
BR220273,Coivaras,2202737,485.496,BR22,PI,BR22003,Teresina,BR2202,Centro-Norte Piauiense,0,3930,IBGE (2015), ,,0
BR220275,Colônia do Gurguéia,2202752,430.621,BR22,PI,BR22008,Bertolínia,BR2203,Sudoeste Piauiense,0,6314,IBGE (2015), ,,0
BR220277,Colônia do Piauí,2202778,947.873,BR22,PI,BR22013,Picos,BR2204,Sudeste Piauiense,0,7527,IBGE (2015), ,,0
BR220280,Conceição do Canindé,2202802,831.412,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,4536,IBGE (2015), ,,0
BR220285,Coronel José Dias,2202851,1914.819,BR22,PI,BR22011,São Raimundo Nonato,BR2203,Sudoeste Piauiense,0,4602,IBGE (2015), ,,0
BR220290,Corrente,2202901,3048.447,BR22,PI,BR22012,Chapadas do Extremo Sul Piauiense,BR2203,Sudoeste Piauiense,0,26084,IBGE (2015), ,,0
BR220300,Cristalândia do Piauí,2203008,1202.895,BR22,PI,BR22012,Chapadas do Extremo Sul Piauiense,BR2203,Sudoeste Piauiense,0,8102,IBGE (2015), ,,0
BR220310,Cristino Castro,2203107,1846.339,BR22,PI,BR22010,Alto Médio Gurguéia,BR2203,Sudoeste Piauiense,0,10214,IBGE (2015), ,,0
BR220320,Curimatá,2203206,2337.537,BR22,PI,BR22012,Chapadas do Extremo Sul Piauiense,BR2203,Sudoeste Piauiense,0,11121,IBGE (2015), ,,0
BR220323,Currais,2203230,3156.657,BR22,PI,BR22010,Alto Médio Gurguéia,BR2203,Sudoeste Piauiense,0,4845,IBGE (2015), ,,0
BR220325,Curralinhos,2203255,345.848,BR22,PI,BR22003,Teresina,BR2202,Centro-Norte Piauiense,0,4337,IBGE (2015), ,,0
BR220327,Curral Novo do Piauí,2203271,736.154,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,5086,IBGE (2015), ,,0
BR220330,Demerval Lobão,2203305,216.807,BR22,PI,BR22003,Teresina,BR2202,Centro-Norte Piauiense,0,13552,IBGE (2015), ,,0
BR220335,Dirceu Arcoverde,2203354,1017.057,BR22,PI,BR22011,São Raimundo Nonato,BR2203,Sudoeste Piauiense,0,6862,IBGE (2015), ,,0
BR220340,Dom Expedito Lopes,2203404,218.71,BR22,PI,BR22013,Picos,BR2204,Sudeste Piauiense,0,6756,IBGE (2015), ,,0
BR220342,Domingos Mourão,2203420,846.844,BR22,PI,BR22004,Campo Maior,BR2202,Centro-Norte Piauiense,0,4290,IBGE (2015), ,,0
BR220345,Dom Inocêncio,2203453,3870.167,BR22,PI,BR22011,São Raimundo Nonato,BR2203,Sudoeste Piauiense,0,9387,IBGE (2015), ,,0
BR220350,Elesbão Veloso,2203503,1383.019,BR22,PI,BR22006,Valença do Piauí,BR2202,Centro-Norte Piauiense,0,14432,IBGE (2015), ,,0
BR220360,Eliseu Martins,2203602,1090.45,BR22,PI,BR22008,Bertolínia,BR2203,Sudoeste Piauiense,0,4807,IBGE (2015), ,,0
BR220370,Esperantina,2203701,911.215,BR22,PI,BR22001,Baixo Parnaíba Piauiense,BR2201,Norte Piauiense,0,38874,IBGE (2015), ,,0
BR220375,Fartura do Piauí,2203750,712.918,BR22,PI,BR22011,São Raimundo Nonato,BR2203,Sudoeste Piauiense,0,5199,IBGE (2015), ,,0
BR220380,Flores do Piauí,2203800,946.731,BR22,PI,BR22009,Floriano,BR2203,Sudoeste Piauiense,0,4394,IBGE (2015), ,,0
BR220385,Floresta do Piauí,2203859,194.699,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,2515,IBGE (2015), ,,0
BR220390,Floriano,2203909,3409.649,BR22,PI,BR22009,Floriano,BR2203,Sudoeste Piauiense,0,58803,IBGE (2015), ,,0
BR220400,Francinópolis,2204006,268.702,BR22,PI,BR22006,Valença do Piauí,BR2202,Centro-Norte Piauiense,0,5267,IBGE (2015), ,,0
BR220410,Francisco Ayres,2204105,656.475,BR22,PI,BR22005,Médio Parnaíba Piauiense,BR2202,Centro-Norte Piauiense,0,4333,IBGE (2015), ,,0
BR220415,Francisco Macedo,2204154,176.505,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,3097,IBGE (2015), ,,0
BR220420,Francisco Santos,2204204,491.862,BR22,PI,BR22014,Pio IX,BR2204,Sudeste Piauiense,0,9054,IBGE (2015), ,,0
BR220430,Fronteiras,2204303,760.506,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,11372,IBGE (2015), ,,0
BR220435,Geminiano,2204352,455.684,BR22,PI,BR22013,Picos,BR2204,Sudeste Piauiense,0,5319,IBGE (2015), ,,0
BR220440,Gilbués,2204402,3494.958,BR22,PI,BR22010,Alto Médio Gurguéia,BR2203,Sudoeste Piauiense,0,10514,IBGE (2015), ,,0
BR220450,Guadalupe,2204501,1023.592,BR22,PI,BR22009,Floriano,BR2203,Sudoeste Piauiense,0,10338,IBGE (2015), ,,0
BR220455,Guaribas,2204550,3118.227,BR22,PI,BR22011,São Raimundo Nonato,BR2203,Sudoeste Piauiense,0,4478,IBGE (2015), ,,0
BR220460,Hugo Napoleão,2204600,224.455,BR22,PI,BR22005,Médio Parnaíba Piauiense,BR2202,Centro-Norte Piauiense,0,3813,IBGE (2015), ,,0
BR220465,Ilha Grande,2204659,134.318,BR22,PI,BR22002,Litoral Piauiense,BR2201,Norte Piauiense,0,9211,IBGE (2015), ,,0
BR220470,Inhuma,2204709,978.222,BR22,PI,BR22006,Valença do Piauí,BR2202,Centro-Norte Piauiense,0,15044,IBGE (2015), ,,0
BR220480,Ipiranga do Piauí,2204808,529.417,BR22,PI,BR22013,Picos,BR2204,Sudeste Piauiense,0,9599,IBGE (2015), ,,0
BR220490,Isaías Coelho,2204907,776.053,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,8408,IBGE (2015), ,,0
BR220500,Itainópolis,2205003,828.152,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,11354,IBGE (2015), ,,0
BR220510,Itaueira,2205102,2554.181,BR22,PI,BR22009,Floriano,BR2203,Sudoeste Piauiense,0,10828,IBGE (2015), ,,0
BR220515,Jacobina do Piauí,2205151,1370.699,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,5682,IBGE (2015), ,,0
BR220520,Jaicós,2205201,865.144,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,18660,IBGE (2015), ,,0
BR220525,Jardim do Mulato,2205250,509.851,BR22,PI,BR22005,Médio Parnaíba Piauiense,BR2202,Centro-Norte Piauiense,0,4412,IBGE (2015), ,,0
BR220527,Jatobá do Piauí,2205276,653.234,BR22,PI,BR22004,Campo Maior,BR2202,Centro-Norte Piauiense,0,4767,IBGE (2015), ,,0
BR220530,Jerumenha,2205300,1867.313,BR22,PI,BR22009,Floriano,BR2203,Sudoeste Piauiense,0,4392,IBGE (2015), ,,0
BR220535,João Costa,2205359,1800.244,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,2965,IBGE (2015), ,,0
BR220540,Joaquim Pires,2205409,739.579,BR22,PI,BR22001,Baixo Parnaíba Piauiense,BR2201,Norte Piauiense,0,14083,IBGE (2015), ,,0
BR220545,Joca Marques,2205458,166.443,BR22,PI,BR22001,Baixo Parnaíba Piauiense,BR2201,Norte Piauiense,0,5308,IBGE (2015), ,,0
BR220550,José de Freitas,2205508,1538.176,BR22,PI,BR22003,Teresina,BR2202,Centro-Norte Piauiense,0,38314,IBGE (2015), ,,0
BR220551,Juazeiro do Piauí,2205516,931.935,BR22,PI,BR22004,Campo Maior,BR2202,Centro-Norte Piauiense,0,5380,IBGE (2015), ,,0
BR220552,Júlio Borges,2205524,1297.108,BR22,PI,BR22012,Chapadas do Extremo Sul Piauiense,BR2203,Sudoeste Piauiense,0,5510,IBGE (2015), ,,0
BR220553,Jurema,2205532,1271.889,BR22,PI,BR22011,São Raimundo Nonato,BR2203,Sudoeste Piauiense,0,4657,IBGE (2015), ,,0
BR220554,Lagoinha do Piauí,2205540,67.504,BR22,PI,BR22005,Médio Parnaíba Piauiense,BR2202,Centro-Norte Piauiense,0,2772,IBGE (2015), ,,0
BR220555,Lagoa Alegre,2205557,394.661,BR22,PI,BR22003,Teresina,BR2202,Centro-Norte Piauiense,0,8330,IBGE (2015), ,,0
BR220556,Lagoa do Barro do Piauí,2205565,1329.665,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,4579,IBGE (2015), ,,0
BR220557,Lagoa de São Francisco,2205573,155.639,BR22,PI,BR22004,Campo Maior,BR2202,Centro-Norte Piauiense,0,6611,IBGE (2015), ,,0
BR220558,Lagoa do Piauí,2205581,426.634,BR22,PI,BR22003,Teresina,BR2202,Centro-Norte Piauiense,0,3975,IBGE (2015), ,,0
BR220559,Lagoa do Sítio,2205599,804.698,BR22,PI,BR22006,Valença do Piauí,BR2202,Centro-Norte Piauiense,0,5047,IBGE (2015), ,,0
BR220560,Landri Sales,2205607,1088.583,BR22,PI,BR22008,Bertolínia,BR2203,Sudoeste Piauiense,0,5238,IBGE (2015), ,,0
BR220570,Luís Correia,2205706,1070.926,BR22,PI,BR22002,Litoral Piauiense,BR2201,Norte Piauiense,0,29558,IBGE (2015), ,,0
BR220580,Luzilândia,2205805,704.347,BR22,PI,BR22001,Baixo Parnaíba Piauiense,BR2201,Norte Piauiense,0,25049,IBGE (2015), ,,0
BR220585,Madeiro,2205854,177.153,BR22,PI,BR22001,Baixo Parnaíba Piauiense,BR2201,Norte Piauiense,0,8111,IBGE (2015), ,,0
BR220590,Manoel Emídio,2205904,1618.982,BR22,PI,BR22008,Bertolínia,BR2203,Sudoeste Piauiense,0,5263,IBGE (2015), ,,0
BR220595,Marcolândia,2205953,139.973,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,8249,IBGE (2015), ,,0
BR220600,Marcos Parente,2206001,677.414,BR22,PI,BR22008,Bertolínia,BR2203,Sudoeste Piauiense,0,4481,IBGE (2015), ,,0
BR220605,Massapê do Piauí,2206050,521.125,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,6323,IBGE (2015), ,,0
BR220610,Matias Olímpio,2206100,226.374,BR22,PI,BR22001,Baixo Parnaíba Piauiense,BR2201,Norte Piauiense,0,10718,IBGE (2015), ,,0
BR220620,Miguel Alves,2206209,1393.715,BR22,PI,BR22001,Baixo Parnaíba Piauiense,BR2201,Norte Piauiense,0,33075,IBGE (2015), ,,0
BR220630,Miguel Leão,2206308,93.515,BR22,PI,BR22003,Teresina,BR2202,Centro-Norte Piauiense,0,1235,IBGE (2015), ,,0
BR220635,Milton Brandão,2206357,1229.697,BR22,PI,BR22004,Campo Maior,BR2202,Centro-Norte Piauiense,0,6517,IBGE (2015), ,,0
BR220640,Monsenhor Gil,2206407,582.548,BR22,PI,BR22003,Teresina,BR2202,Centro-Norte Piauiense,0,10410,IBGE (2015), ,,0
BR220650,Monsenhor Hipólito,2206506,401.433,BR22,PI,BR22014,Pio IX,BR2204,Sudeste Piauiense,0,7586,IBGE (2015), ,,0
BR220660,Monte Alegre do Piauí,2206605,2417.932,BR22,PI,BR22010,Alto Médio Gurguéia,BR2203,Sudoeste Piauiense,0,10444,IBGE (2015), ,,0
BR220665,Morro Cabeça No Tempo,2206654,2116.936,BR22,PI,BR22012,Chapadas do Extremo Sul Piauiense,BR2203,Sudoeste Piauiense,0,4073,IBGE (2015), ,,0
BR220667,Morro do Chapéu do Piauí,2206670,328.289,BR22,PI,BR22001,Baixo Parnaíba Piauiense,BR2201,Norte Piauiense,0,6657,IBGE (2015), ,,0
BR220669,Murici dos Portelas,2206696,481.707,BR22,PI,BR22002,Litoral Piauiense,BR2201,Norte Piauiense,0,8903,IBGE (2015), ,,0
BR220670,Nazaré do Piauí,2206704,1315.839,BR22,PI,BR22009,Floriano,BR2203,Sudoeste Piauiense,0,7261,IBGE (2015), ,,0
BR220672,Nazária,2206720,363.589,BR22,PI,BR22003,Teresina,BR2202,Centro-Norte Piauiense,0,8366,IBGE (2015), ,,0
BR220675,Nossa Senhora de Nazaré,2206753,356.264,BR22,PI,BR22004,Campo Maior,BR2202,Centro-Norte Piauiense,0,4747,IBGE (2015), ,,0
BR220680,Nossa Senhora dos Remédios,2206803,358.492,BR22,PI,BR22001,Baixo Parnaíba Piauiense,BR2201,Norte Piauiense,0,8491,IBGE (2015), ,,0
BR220690,Novo Oriente do Piauí,2206902,525.334,BR22,PI,BR22006,Valença do Piauí,BR2202,Centro-Norte Piauiense,0,6483,IBGE (2015), ,,0
BR220695,Novo Santo Antônio,2206951,481.707,BR22,PI,BR22004,Campo Maior,BR2202,Centro-Norte Piauiense,0,3387,IBGE (2015), ,,0
BR220700,Oeiras,2207009,2702.493,BR22,PI,BR22013,Picos,BR2204,Sudeste Piauiense,0,36329,IBGE (2015), ,,0
BR220710,Olho D'Água do Piauí,2207108,183.099,BR22,PI,BR22005,Médio Parnaíba Piauiense,BR2202,Centro-Norte Piauiense,0,2400,IBGE (2015), ,,0
BR220720,Padre Marcos,2207207,278.637,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,6748,IBGE (2015), ,,0
BR220730,Paes Landim,2207306,401.378,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,4071,IBGE (2015), ,,0
BR220735,Pajeú do Piauí,2207355,986.949,BR22,PI,BR22011,São Raimundo Nonato,BR2203,Sudoeste Piauiense,0,3308,IBGE (2015), ,,0
BR220740,Palmeira do Piauí,2207405,2023.513,BR22,PI,BR22010,Alto Médio Gurguéia,BR2203,Sudoeste Piauiense,0,4980,IBGE (2015), ,,0
BR220750,Palmeirais,2207504,1499.179,BR22,PI,BR22005,Médio Parnaíba Piauiense,BR2202,Centro-Norte Piauiense,0,14206,IBGE (2015), ,,0
BR220755,Paquetá,2207553,448.358,BR22,PI,BR22013,Picos,BR2204,Sudeste Piauiense,0,3900,IBGE (2015), ,,0
BR220760,Parnaguá,2207603,3429.283,BR22,PI,BR22012,Chapadas do Extremo Sul Piauiense,BR2203,Sudoeste Piauiense,0,10561,IBGE (2015), ,,0
BR220770,Parnaíba,2207702,435.573,BR22,PI,BR22002,Litoral Piauiense,BR2201,Norte Piauiense,0,149803,IBGE (2015), ,,0
BR220775,Passagem Franca do Piauí,2207751,775.385,BR22,PI,BR22005,Médio Parnaíba Piauiense,BR2202,Centro-Norte Piauiense,0,4482,IBGE (2015), ,,0
BR220777,Patos do Piauí,2207777,751.598,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,6257,IBGE (2015), ,,0
BR220779,Pau D'Arco do Piauí,2207793,430.817,BR22,PI,BR22003,Teresina,BR2202,Centro-Norte Piauiense,0,3937,IBGE (2015), ,,0
BR220780,Paulistana,2207801,1969.907,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,20168,IBGE (2015), ,,0
BR220785,Pavussu,2207850,1090.697,BR22,PI,BR22009,Floriano,BR2203,Sudoeste Piauiense,0,3637,IBGE (2015), ,,0
BR220790,Pedro II,2207900,1518.233,BR22,PI,BR22004,Campo Maior,BR2202,Centro-Norte Piauiense,0,38055,IBGE (2015), ,,0
BR220793,Pedro Laurentino,2207934,870.338,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,2481,IBGE (2015), ,,0
BR220795,Nova Santa Rita,2207959,909.735,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,4286,IBGE (2015), ,,0
BR220800,Picos,2208007,577.304,BR22,PI,BR22013,Picos,BR2204,Sudeste Piauiense,0,76544,IBGE (2015), ,,0
BR220810,Pimenteiras,2208106,4563.073,BR22,PI,BR22006,Valença do Piauí,BR2202,Centro-Norte Piauiense,0,11913,IBGE (2015), ,,0
BR220820,Pio IX,2208205,1947.212,BR22,PI,BR22014,Pio IX,BR2204,Sudeste Piauiense,0,18061,IBGE (2015), ,,0
BR220830,Piracuruca,2208304,2369.512,BR22,PI,BR22002,Litoral Piauiense,BR2201,Norte Piauiense,0,28160,IBGE (2015), ,,0
BR220840,Piripiri,2208403,1408.934,BR22,PI,BR22001,Baixo Parnaíba Piauiense,BR2201,Norte Piauiense,0,62650,IBGE (2015), ,,0
BR220850,Porto,2208502,252.715,BR22,PI,BR22001,Baixo Parnaíba Piauiense,BR2201,Norte Piauiense,0,12284,IBGE (2015), ,,0
BR220855,Porto Alegre do Piauí,2208551,1169.444,BR22,PI,BR22008,Bertolínia,BR2203,Sudoeste Piauiense,0,2647,IBGE (2015), ,,0
BR220860,Prata do Piauí,2208601,198.566,BR22,PI,BR22006,Valença do Piauí,BR2202,Centro-Norte Piauiense,0,3106,IBGE (2015), ,,0
BR220865,Queimada Nova,2208650,1284.674,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,8796,IBGE (2015), ,,0
BR220870,Redenção do Gurguéia,2208700,2468.007,BR22,PI,BR22010,Alto Médio Gurguéia,BR2203,Sudoeste Piauiense,0,8600,IBGE (2015), ,,0
BR220880,Regeneração,2208809,1251.035,BR22,PI,BR22005,Médio Parnaíba Piauiense,BR2202,Centro-Norte Piauiense,0,17697,IBGE (2015), ,,0
BR220885,Riacho Frio,2208858,2222.096,BR22,PI,BR22012,Chapadas do Extremo Sul Piauiense,BR2203,Sudoeste Piauiense,0,4252,IBGE (2015), ,,0
BR220887,Ribeira do Piauí,2208874,1012.479,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,4381,IBGE (2015), ,,0
BR220890,Ribeiro Gonçalves,2208908,3978.945,BR22,PI,BR22007,Alto Parnaíba Piauiense,BR2203,Sudoeste Piauiense,0,7151,IBGE (2015), ,,0
BR220900,Rio Grande do Piauí,2209005,635.951,BR22,PI,BR22009,Floriano,BR2203,Sudoeste Piauiense,0,6329,IBGE (2015), ,,0
BR220910,Santa Cruz do Piauí,2209104,611.617,BR22,PI,BR22013,Picos,BR2204,Sudeste Piauiense,0,6127,IBGE (2015), ,,0
BR220915,Santa Cruz dos Milagres,2209153,979.657,BR22,PI,BR22006,Valença do Piauí,BR2202,Centro-Norte Piauiense,0,3926,IBGE (2015), ,,0
BR220920,Santa Filomena,2209203,5285.438,BR22,PI,BR22007,Alto Parnaíba Piauiense,BR2203,Sudoeste Piauiense,0,6153,IBGE (2015), ,,0
BR220930,Santa Luz,2209302,1186.844,BR22,PI,BR22010,Alto Médio Gurguéia,BR2203,Sudoeste Piauiense,0,5719,IBGE (2015), ,,0
BR220935,Santana do Piauí,2209351,111.062,BR22,PI,BR22013,Picos,BR2204,Sudeste Piauiense,0,4544,IBGE (2015), ,,0
BR220937,Santa Rosa do Piauí,2209377,340.198,BR22,PI,BR22013,Picos,BR2204,Sudeste Piauiense,0,5178,IBGE (2015), ,,0
BR220940,Santo Antônio de Lisboa,2209401,387.403,BR22,PI,BR22014,Pio IX,BR2204,Sudeste Piauiense,0,6244,IBGE (2015), ,,0
BR220945,Santo Antônio dos Milagres,2209450,33.147,BR22,PI,BR22005,Médio Parnaíba Piauiense,BR2202,Centro-Norte Piauiense,0,2115,IBGE (2015), ,,0
BR220950,Santo Inácio do Piauí,2209500,852.892,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,3720,IBGE (2015), ,,0
BR220955,São Braz do Piauí,2209559,656.361,BR22,PI,BR22011,São Raimundo Nonato,BR2203,Sudoeste Piauiense,0,4371,IBGE (2015), ,,0
BR220960,São Félix do Piauí,2209609,626.657,BR22,PI,BR22006,Valença do Piauí,BR2202,Centro-Norte Piauiense,0,2920,IBGE (2015), ,,0
BR220965,São Francisco de Assis do Piauí,2209658,1100.398,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,5786,IBGE (2015), ,,0
BR220970,São Francisco do Piauí,2209708,1340.665,BR22,PI,BR22009,Floriano,BR2203,Sudoeste Piauiense,0,6329,IBGE (2015), ,,0
BR220975,São Gonçalo do Gurguéia,2209757,1385.3,BR22,PI,BR22010,Alto Médio Gurguéia,BR2203,Sudoeste Piauiense,0,2960,IBGE (2015), ,,0
BR220980,São Gonçalo do Piauí,2209807,150.215,BR22,PI,BR22005,Médio Parnaíba Piauiense,BR2202,Centro-Norte Piauiense,0,4903,IBGE (2015), ,,0
BR220985,São João da Canabrava,2209856,480.28,BR22,PI,BR22013,Picos,BR2204,Sudeste Piauiense,0,4523,IBGE (2015), ,,0
BR220987,São João da Fronteira,2209872,818.149,BR22,PI,BR22002,Litoral Piauiense,BR2201,Norte Piauiense,0,5898,IBGE (2015), ,,0
BR220990,São João da Serra,2209906,1006.5,BR22,PI,BR22004,Campo Maior,BR2202,Centro-Norte Piauiense,0,6081,IBGE (2015), ,,0
BR220995,São João da Varjota,2209955,395.306,BR22,PI,BR22013,Picos,BR2204,Sudeste Piauiense,0,4747,IBGE (2015), ,,0
BR220997,São João do Arraial,2209971,213.355,BR22,PI,BR22001,Baixo Parnaíba Piauiense,BR2201,Norte Piauiense,0,7755,IBGE (2015), ,,0
BR221000,São João do Piauí,2210003,1527.773,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,20146,IBGE (2015), ,,0
BR221005,São José do Divino,2210052,319.13,BR22,PI,BR22002,Litoral Piauiense,BR2201,Norte Piauiense,0,5246,IBGE (2015), ,,0
BR221010,São José do Peixe,2210102,1287.174,BR22,PI,BR22009,Floriano,BR2203,Sudoeste Piauiense,0,3697,IBGE (2015), ,,0
BR221020,São José do Piauí,2210201,364.945,BR22,PI,BR22013,Picos,BR2204,Sudeste Piauiense,0,6610,IBGE (2015), ,,0
BR221030,São Julião,2210300,291.115,BR22,PI,BR22014,Pio IX,BR2204,Sudeste Piauiense,0,6244,IBGE (2015), ,,0
BR221035,São Lourenço do Piauí,2210359,672.709,BR22,PI,BR22011,São Raimundo Nonato,BR2203,Sudoeste Piauiense,0,4493,IBGE (2015), ,,0
BR221037,São Luis do Piauí,2210375,220.375,BR22,PI,BR22013,Picos,BR2204,Sudeste Piauiense,0,2595,IBGE (2015), ,,0
BR221038,São Miguel da Baixa Grande,2210383,445.599,BR22,PI,BR22006,Valença do Piauí,BR2202,Centro-Norte Piauiense,0,2409,IBGE (2015), ,,0
BR221039,São Miguel do Fidalgo,2210391,813.444,BR22,PI,BR22009,Floriano,BR2203,Sudoeste Piauiense,0,2993,IBGE (2015), ,,0
BR221040,São Miguel do Tapuio,2210409,5207.016,BR22,PI,BR22004,Campo Maior,BR2202,Centro-Norte Piauiense,0,18105,IBGE (2015), ,,0
BR221050,São Pedro do Piauí,2210508,518.288,BR22,PI,BR22005,Médio Parnaíba Piauiense,BR2202,Centro-Norte Piauiense,0,13994,IBGE (2015), ,,0
BR221060,São Raimundo Nonato,2210607,2415.602,BR22,PI,BR22011,São Raimundo Nonato,BR2203,Sudoeste Piauiense,0,33802,IBGE (2015), ,,0
BR221062,Sebastião Barros,2210623,893.715,BR22,PI,BR22012,Chapadas do Extremo Sul Piauiense,BR2203,Sudoeste Piauiense,0,3455,IBGE (2015), ,,0
BR221063,Sebastião Leal,2210631,3151.593,BR22,PI,BR22008,Bertolínia,BR2203,Sudoeste Piauiense,0,4209,IBGE (2015), ,,0
BR221065,Sigefredo Pacheco,2210656,1032.848,BR22,PI,BR22004,Campo Maior,BR2202,Centro-Norte Piauiense,0,9854,IBGE (2015), ,,0
BR221070,Simões,2210706,1071.541,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,14411,IBGE (2015), ,,0
BR221080,Simplício Mendes,2210805,1345.79,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,12424,IBGE (2015), ,,0
BR221090,Socorro do Piauí,2210904,761.854,BR22,PI,BR22015,Alto Médio Canindé,BR2204,Sudeste Piauiense,0,4512,IBGE (2015), ,,0
BR221093,Sussuapara,2210938,202.758,BR22,PI,BR22013,Picos,BR2204,Sudeste Piauiense,0,6545,IBGE (2015), ,,0
BR221095,Tamboril do Piauí,2210953,1587.296,BR22,PI,BR22011,São Raimundo Nonato,BR2203,Sudoeste Piauiense,0,2851,IBGE (2015), ,,0
BR221097,Tanque do Piauí,2210979,398.723,BR22,PI,BR22013,Picos,BR2204,Sudeste Piauiense,0,2703,IBGE (2015), ,,0
